id,name,快捷键,冷却时间,技能消耗,Information
130,绝灭天使-日轮,Q,5/4.5/4/3.5/3秒,50/55/60/65/70点法力值,被动效果：每间隔15秒对浮游炮强化。强化浮游炮会提升折纸日轮伤害和伤害范围30%并减少敌人移动速度50%持续两秒。主动效果：折纸命令浮游炮对指定地点造成50/90/130/170210（+0.6ap全）点法术伤害。
130,绝灭天使-光剑,W,18,70/80/90/100/110,折纸在目标点召唤浮游炮阵，浮游炮会旋转并集中对碰到的单位造成伤害，对被击中四次以上的单位会眩晕1秒。每道光线40/70/100/130/160（+0.4AP全）法术伤害。同一目标多次受到光线伤害减少80%。
130,绝灭天使-展翼,E,14秒不享受冷却缩减,100点法力值,展翼：浮游炮组成光翼，自身增加30%的移动速度持续四秒。天翼：传送到指定地点（最大距离500/500/600/600/700）
130,绝灭天使-炮冠,R,130/110/90秒,100/130/160点法力值,折纸控制浮游炮射出留到光束，在自身以180度善行站看对碰撞道德单位照成50（+0.2ap全）点法术伤害并减少移动速度65%持续时间2.5秒，光束集中完成后，以头冠对击中的单位照成200（+0.8ap全）点法术强度
129,皇帝的特权,被动,,,竞技场内尼禄每10秒获得额外5金币，战场自动转为夕阳。夕阳：战场死亡可以主动消耗1钻石使尼禄原地满状态复活（技能CD和道具CD不会被重置），使用3次后进入3分钟CD。
129,花散的天幕,Q,16/15/14/13/12秒,60/70/80/90/100点法力值,尼禄向前冲刺斩击，对沿途的敌人和刀光斩击的扇形范围内的敌人造成70/110/150/190/230(+0.7全AD)物理伤害（同一单位沿途伤害和刀光伤害只触发一次，在黄金剧场存在时间内转化为帝政的颂歌）帝政的颂歌：尼禄冲向目标地点，对沿途敌人造成70/110/150/190/230(+0.7全AD)物理伤害，并在最终到达点产生一次爆炸，造成50/70/90/110/130（+0.5额外AD）物理伤害并减少敌人移动速度45%，持续时间1秒。
129,剑戟的喝彩,W,14/13/12/11/10秒,10/15/20/25/30点法力值,初始：对鼠标方向扇形范围内的敌人造成30/50/70/90/110(+0.4额外AD)点物理伤害。并减少敌人移动速度25%，持续时间2秒。使用结束可以使用二段技能：剑戟的喝彩中式中式：对扇形范围内造成40/60/80/100/120(+0.4额外AD)点物理伤害。使用结束后可以使用三段技能：剑戟喝彩终式终式：对鼠标方向矩形范围内敌人造成50/80/110/140/170(+0.4额外AD)点物理伤害，并击飞敌人。竞技场消耗20瓶药水后，终式将进化为万雷的喝彩万雷的喝彩：对鼠标方向矩形范围内敌人造成
129,燃烧的圣泉,E,5秒【不享受冷却缩减】,无消耗,尼禄可以再三种圣泉状态之间来回切换，每次切换前一个状态额外保持2秒。燃烧的圣者之泉：攻击力和攻击速度提升10/12/14/16/18%。时缠的圣者之泉：降低周围300范围内敌方单位3/6/9/12/15%的移动速度和12/14/16/18/20%的攻击速度。并获得10%减伤抹伤的圣者之泉：生命吸血增加10/12/14/16/18%，且对非英雄单位的伤害增加35%。
129,招荡的黄金剧场,R,120/110/100秒,100法力值,尼禄开启黄金剧场玫瑰花：每次受到敌方技能攻击会对自身周围造成50/70/90(+0.7额外AD)物理伤害（不会被剧场伤害触发且触发间隔最少0.5s）。黄金剧场：对自身周围每秒造成40/75/110（+0.3全AD）点物理伤害，并减少敌人护甲和法术抗性10%/20%/30%，剧场时间内触碰到招荡的黄金剧场边缘的敌人会被晕眩1秒（同一目标无法触发多次），持续时间为5秒。
128,红宝石之星,被动,无,无,红宝石之星同时具有施法与防护能力，伊莉雅获得10%伤害减免，使用技能时将其转化为伤害增加，持续10秒。
128,限定展开·刺穿死棘,Q,7/6.5/6/5.5/5秒,40/50/60/70/80法力,伊莉雅限定展开Lancer职阶卡，召唤出基本上只对Lancer本人一击必杀的必杀之枪，向指定的地方单位射出，对命中的地方单位造成40/80/120/160/200（+0.56AP）点真实伤害。由于因果逆转的效果，被指定的目标会先受到伤害。
128,限定展开·破尽万法,W,12秒,40/50/60/70/80法力,伊莉雅限定展开Caster职阶卡，召唤出曾被Caster用于圣女OO的实用短剑，向指定方向飞出，对命中的所有敌方单位造成40/90/140/190/240（+0.7全AP）点法术伤害与1秒沉默。
128,限定展开·妄想幻像,E,20秒,60/70/80/90/100法力,被动：伊莉雅限定展开Assassin职阶卡，每次使用其它技能时，50%几率召唤出曾被谜之金发青年插爆的Assassin秘术分身，对目标方向射出光弹，造成30/60/90/120/150（+0.3AP）点法术伤害。主动：伊莉雅隐身4秒，普通攻击或使用技能将结束隐身且100%召唤秘术分身。
128,多元重奏饱和炮击,R,70/60/50秒,100/120/140法力,伊莉雅向指定方向挥动红宝石之星创造法阵，1秒后从法阵处放出多元重奏饱和炮击（伊莉雅自身无需蓄力），对一条直线上所有地方单位造成300/400/500(+1.0AP)点法术伤害。
127,远坂家计,被动,无,,远坂凛每6秒储存1枚宝石，最大存量6枚。使用消耗宝石的技能时若宝石不足，自动消耗7金币购买1枚（购买仅限竞技场，额外消耗不触发购买）
127,周廻·晶石,Q,12/11/10/9/8秒,50法力,远坂凛消耗1枚宝石，射出光弹，达到最大距离后飞回。飞回时若命中敌方英雄可反弹，并在飞行一段距离后再次飞回。反弹次数不限，持续到光弹飞回远坂凛身边为止。光弹飞出、飞回时都对命中的所有敌方单位造成30/55/80/105/130（+0.3AP）点法术伤害。收回光弹前不可射出第二枚。飞弹飞行时可手动引爆，造成80/110/140/170/200(+0.5AP)点法术伤害弹射3次后会自动引爆
127,焰剑·冬河,W,10/9/8/7/6秒,50/60/70/80/90法力,远坂凛消耗1枚宝石，射出多道射线，对命中的所有敌方单位造成40/80/120/160/200（+0.56AP）点法术伤害。若打中敌人并宝石仍有存量，则额外消耗1枚，额外造成50%的伤害并附加1秒内50%减速。
127,光玉·八极,E,15/14/13/12/11秒,70/80/90/100/110法力,远坂凛消耗1枚宝石强化体术，使出八极拳寸劲之法，对指定范围内所有敌方单位造成40/70/100/130/160(+0.4额外AD)（+0.4AP）点物理伤害与1秒晕眩，同时自身迅速退向反方向。若打中敌人并宝石仍有存量，则额外消耗1枚，此后1.5秒内自身移动速度增加50%。
127,第二法模拟,R,70秒,无消耗,远坂凛借助宝石剑模拟第二法，立刻刷新所有基础技能冷却时间，从平行世界借取魔力并实体化，回复150/200/250+15%/20%/25%法力值，增加4/5/6枚宝石。
126,鹰眼,被动,无,无,诗乃8秒内不进行普通攻击或狙击，下一次狙击不显示预测线。
126,格洛克18/黑卡蒂,Q,18/17/16/15/14秒,无消耗,格洛克18：被动：诗乃在使用格洛克时提高25%/30%/35%/40%/45%攻速。主动效果：诗乃额外获得25%/30%/35%/40%/45%的攻速。黑卡蒂:冷却时间2.2/2.0/1.8/1.6/1.4秒技能消耗15/20/25/30/35法力诗乃向指定方向进行狙击，对命中的第一个单位造成(1.6/1.7/1.8/1.9/2.0全AD）点物理伤害，进行狙击时显示射击预测线。
126,麻痹弹/眩晕弹,W,14秒,40法力,麻痹弹：诗乃装填麻痹弹（覆盖曳光弹），下次普攻附加30/60/90/120/150（+0.8额外AD）点物理伤害，并在1秒内减少目标60%攻击速度与移动速度。随后5秒内诗乃每次普通攻击会额外造成10/20/30/40/50(+0.2额外AD)点法术伤害。眩晕弹：冷却时间：20/18/16/14/12秒技能消耗：50法力对命中第一个敌方单位造成（0.8/0.9/1.0/1.1/1.2全AD）点物理伤害，并将目标眩晕，眩晕时间随子弹飞行距离提高，最低0.5秒，最多1.5秒。进行狙击时显示射击预测线。
126,曳光弹/穿甲弹,E,16秒,40法力,曳光弹：诗乃向区域发射曳光弹，对区域内敌人造成80/130/180/230/280(+0.6额外AD)（+0.6AP）点法术伤害，并在5秒内获取目标区域与目标视野。穿甲弹：技能消耗：50/60/70/80/90法力冷却时间：12/11/10/9/8秒诗乃向指定方向狙击，对直线上所有敌人造成30/75/120/165/210(+1.3全AD)点物理伤害，每穿过一个目标降低10%的伤害，最低50%。进行狙击时显示射击预测线。
126,黑卡蒂/格洛克18,R,6/5/4/3秒,无消耗,黑卡蒂：诗乃切换为黑卡蒂模式，增加200/300/400/500的视野范围，降低40%的移动速度且无法普通攻击，期间所有技能切换为狙击模式。格洛克18：冷却时间：1秒技能消耗：无消耗诗乃切换为格洛克18模式，失去视野加成，并恢复正常移动速度与普通攻击能力，所有技能切回手枪模式。冷却时间为1秒。
125,独眼喰种,被动,无,无,金木研获得的额外生命值上限（来自于装备、状态等）享受额外10%的收益。金木研每次击杀单位都将回复自身最大生命值的1%，获得击杀或助攻时效果翻倍。
125,鳞赫·利世,Q,8/7/6/5/4秒,无消耗,被动效果：每3次普通攻击，下一次攻击会使用鳞赫对面前直线范围内的敌人造成伤害10/15/20/25/30(+1.0全AD)（+0.8%最大生命值）点物理伤害，可触发普攻特效。主动效果：金木研使用鳞赫对前方的敌人进行攻击，造成35/60/90/120/150(+0.7额外AD)（+2.5%最大生命值）点物理伤害，并对敌人造成3秒的流血效果，每秒造成10/15/20/25/30（+0.15额外AD）（+0.4%最大生命值）点物理伤害，金木研将恢复持续伤害15%的生命值。主动效果每命中一个单位都减少其他技能冷
125,饥渴本能,W,17/16/15/14/13秒,无消耗,被动效果：金木研每次普通攻击附带0.6%/0.7%/0.8%/0.9%/1.0%最大生命值的物理伤害。主动效果：金木研获得开启后5秒内获得双倍的被动效果，增加15%移动速度持续5秒。
125,喰种猎杀,E,18/17/16/15/14秒,无消耗,被动效果：金木研攻击、施法或承受伤害都会增加自己1/2/3/4/5点物理与法术抗性，最多叠加8层，持续4秒。主动效果：金木研跃向目标造成目标已损失生命值的8（+0.5%最大生命值）%（最高40%）或80/130/180/230/280(+0.7额外AD)点物理伤害（两者取高），并降低目标移动速度30%，持续2秒，同时获得3层被动效果。对非英雄单位最多造成（1000-7）物理伤害。
125,半赫者,R,0,无消耗,被动效果：金木研的攻击或施法能获得1/4点RC细胞，升级技能时将直接获得50点RC细胞，RC细胞到达100时获得主动效果主动效果：金木研进入半赫者状态，增加20%移动速度，期间每秒流失10点RC细胞，击杀或助攻获得30点RC细胞，并且强化普通技能效果鳞赫 利世：主动效果的伤害提高15%/20%/25%饥渴本能：开启主动效果后，普通攻击会降低对方15%/20%/25%的物理防御和移动速度，持续2秒喰食猎杀：造成伤害的同时恢复伤害30%/40%/50%的生命值，并将目标眩晕1秒
124,暗步,被动,,,奇犽以轻盈的暗杀步法前进，无视单位阻挡，增加5%移动速度和10%法术穿透
124,雷掌,Q,5/4.5/4/3.5/3秒,40/45/50/55/60法力,奇犽对指定一条直线放出电流，然后造成40/70/100/130/160（+0.5AP）点法术伤害，同时会以自身和命中的第一个敌方单位为中心发生第二次爆炸，分别对周围造成20/35/50/65/80（+0.2AP）点法术伤害。炸裂范围为200.
124,落雷,W,15秒,50法力,向指定方向冲刺，对沿途的所有目标释放落雷造成40/70/100/130/160（+0.4AP）点法术伤害，并对附近最近的敌方单位（英雄优先）放出落雷造成相同伤害并沉默1秒。
124,疾风迅雷,E,0,无消耗,奇犽每5秒自动获得1层（不满3层的情况下才会开始计时恢复，满层时不再计时）。奇犽对英雄普通攻击时消耗1层电弧强化，附加30/60/90/120/150（+0.4AP）法术伤害。
124,电光石火,R,90/80/70秒,80/90/100法力,奇犽以电流刺激体内脉冲，增加300%移动速度。该加成持续衰减，4/6/8秒内衰减至0.
123,神威灵装·五番,被动,无,无,琴里受到来自英雄的超过当前生命值15%的伤害时获得火焰羽衣，减少20%所受伤害（包括此次），持续4秒。期间琴里的普通攻击将使目标燃烧3秒，每0.5秒受到(+0.1全AD)点物理伤害（对同一目标4秒内不重复作用）。火焰羽衣内置冷却20秒。琴里的所有技能造成的燃烧可叠加两层，但伤害不叠加且不触发装备特效。
123,灼幕,Q,6/5.5/5/4.5/4秒,50法力,琴里挥舞灼烂歼鬼，对周围敌人造成30/60/90/120/150(+1.0全AD)点物理伤害现在在命中较远目标后（距离琴里超过150）会降低目标40%的移动速度，持续1秒。
123,焰潮,W,8秒,50法力,琴里全力劈砍，对前方所有敌人造成80/120/160/200/240(+0.9额外AD)点物理伤害，并使其燃烧3秒，每0.5秒受到(+0.1全AD)点物理伤害。
123,光燃,E,8秒,15法力,"琴里向一个敌人跳斩，造成20/40/60/80/100(+0.7全AD)点物理伤害。若目标正被琴里的技能燃烧，则消耗一层燃烧效果，且“光燃”不进入冷却。若燃烧层数未减为0，则重置燃烧时间,重置成功时会进入0.5秒的公共冷却时间。"
123,灼烂歼鬼·炮,R,100/85/70秒,80法力,发动炮击，对一直线上所有敌人造成250/350/450(+额外AD*1.2)点物理伤害，并使其燃烧3秒，每0.5秒受到(+0.1全AD)物理伤害。使用后琴里立刻获得火焰羽衣（不影响神威灵装·五番冷却时间）。6秒内使用“光燃”时附加（+0.5/0.6/0.7AD）点范围伤害。炮永久处于炮形态不会因进入战斗而切换成普通形态
122,追想的变奏,被动,无,无,沙耶加每次击杀/助攻时可净化灵魂宝石，获得2/1层净化度，最高10层，每层增加2点/5秒法力回复。普攻对未刻下音符的目标刻下音符，并附加（50+5*层数）%AD全额物理伤害。音符持续4秒。死亡后灵魂宝石陷入污浊（净化度归零）。
